variable1,variable2
3.0618,0.57417
1.1855,2.5539
1.1499,1.2882
0.54391,0.5742
1.5061,0.82173
0.94206,6.5751
0.18807,0.35835
0.70345,1.3778
2.4932,0.9297
2.2671,1.3367
0.31825,0.85589
0.6248,0.92023
0.63517,1.2864
0.63258,0.90041
2.9039,1.792
1.0955,0.46753
1.9551,1.2389
1.0089,4.3248
0.49095,0.12317
1.4675,1.0701
1.0687,1.713
2.3343,0.5464
2.2047,2.4816
3.4276,7.5993
1.5209,2.3361
2.4182,2.3348
0.39002,1.7134
2.9898,1.1429
2.0641,1.4488
0.47184,0.69859
0.59694,0.29146
1.8142,3.0174
1.1624,2.2232
0.37711,0.27488
0.42458,1.9024
1.7335,1.3073
0.84001,0.65917
0.58192,0.59429
1.7961,2.6293
0.16331,0.12983
0.29506,1.4704
0.10254,0.091228
0.59772,0.17126
0.25865,0.48338
1.6212,3.6822
0.34088,0.27799
6.4172,5.996
1.2669,1.182
2.6949,2.0744
0.83655,0.44728
0.10268,0.42392
0.5507,0.20593
0.44958,1.2669
1.4484,1.0999
6.828,1.2581
1.2038,0.71708
1.1494,0.97983
2.7959,1.0028
1.6509,2.1513
4.6663,1.2875
0.65953,0.26533
6.3466,0.9194
1.2271,0.70947
2.5228,2.4357
0.49155,1.2328
1.681,0.71928
1.1963,0.69322
3.2201,2.3347
1.9646,2.9915
1.9892,2.0091
0.49849,0.39827
1.7368,0.9233
1.4701,1.8893
0.55976,2.4956
0.77381,0.41759
0.38292,0.38298
0.10394,0.070397
1.1605,0.6574
0.13428,0.18791
2.5676,7.0124
0.43853,0.10418
5.9454,1.9267
0.65696,0.4612
2.1237,2.4664
1.6897,1.7244
0.69033,0.57716
3.1286,0.89649
0.49458,0.49929
2.0681,0.76187
1.3342,1.6345
1.3615,1.4551
0.96735,0.96989
0.89724,0.58429
0.80303,0.92871
0.77099,0.4147
1.9767,1.3194
0.63219,0.20651
0.55773,0.34306
0.44234,0.75614
1.0526,0.68494
0.61026,0.76616
0.45529,1.5501
0.50722,2.9866
3.1666,0.56365
2.1821,2.1898
1.3756,0.85576
0.23676,1.1049
0.61487,0.15991
0.45798,0.1995
0.46376,0.44309
0.5376,2.6332
0.30554,0.47322
0.38423,1.754
0.80013,1.4188
5.6143,1.648
2.6749,1.7844
1.2623,0.44341
1.3728,0.64545
2.1035,2.5103
0.63052,0.4299
0.4695,2.625
1.8388,0.68555
0.31846,0.37496
1.5189,4.0131
0.44377,0.87223
0.38749,0.4916
9.6578,3.1725
2.3519,2.2514
2.6885,1.3054
2.7288,9.3397
3.8081,9.3182
0.73343,1.2523
5.2308,1.2466
0.85572,1.1229
1.2747,1.2306
1.4033,1.072
0.18184,0.25531
1.0608,0.75112
1.5355,1.0818
0.37989,1.4904
1.1321,1.1723
2.4869,5.3988
4.3668,2.4863
0.96619,1.5924
0.29401,0.28686
3.4183,1.9072
6.6328,2.0855
2.3493,1.5711
3.3504,2.5796
1.3616,1.7007
0.40258,0.98465
0.44808,0.60446
0.71049,1.2248
1.7702,1.9374
0.23759,0.12542
1.8005,1.3737
1.1411,1.1577
0.97117,0.38306
0.20475,0.29844
0.54887,0.35689
3.5934,1.0576
0.6299,0.42674
1.102,1.1518
0.80213,2.1396
4.6655,10.506
2.1275,1.5802
2.474,4.5861
3.0572,1.3466
0.28806,1.0787
3.6342,1.0241
0.76249,0.22188
1.1006,0.31696
1.2582,2.0398
4.9248,4.1106
0.73148,1.0568
3.9804,9.0702
0.59468,0.35363
0.64526,0.81564
0.083264,0.15716
0.82611,0.23726
2.4387,5.7426
0.943,4.599
0.27926,0.12924
1.4538,1.9903
0.73951,0.53567
4.3412,4.6796
0.99515,1.2069
1.1931,1.4081
0.68489,0.35233
1.504,0.67589
0.17343,0.74393
1.3939,0.22904
11.731,21.602
2.38,2.8914
1.8994,5.6448
2.1235,1.3198
0.40326,0.75317
0.87972,0.2371
1.4288,0.30716
0.76137,0.92538
0.7204,1.0961
0.86219,2.1149
0.26812,1.0415
0.5062,0.52022
0.64829,0.6233
2.4849,1.3983
0.53142,0.63853
1.2517,2.7383
0.20518,0.27489
0.2181,0.68623
1.494,0.89587
1.7157,0.17002
2.1958,1.0907
0.39486,0.20424
3.4689,2.1117
1.2646,2.4116
0.21388,0.12875
1.6559,0.45716
2.4551,1.5722
0.4168,0.099568
1.1778,0.8323
0.51027,5.868
0.43126,0.18044
1.6581,0.93854
0.35756,0.50284
3.6158,3.9664
0.25545,0.45116
2.0794,1.8261
2.061,1.2516
1.6444,1.3389
0.21493,0.37214
5.7457,1.1936
0.76846,1.0659
2.4997,1.5458
0.75365,0.5517
0.11269,0.078513
0.37849,0.85577
0.090854,0.41858
1.2863,1.7286
0.29337,0.42541
3.0697,2.3599
0.32732,0.85576
3.2573,7.2201
1.5762,2.7415
1.6311,1.0213
0.67051,0.49348
3.1588,0.78627
0.53821,0.35876
0.24795,1.4923
1.0723,2.3609
0.59502,0.55808
2.1075,2.9192
1.0072,0.43674
0.67024,3.0287
0.85318,0.3224
1.4486,0.84013
1.0652,0.75161
1.1464,0.55863
0.34796,0.60099
1.6696,0.49891
2.1565,3.6765
0.75105,0.50014
0.21989,0.24872
0.83868,1.1053
0.39076,1.6304
1.5113,0.29941
0.80981,2.1888
1.9476,4.2382
1.4062,7.9326
1.0885,0.34325
0.4161,0.56972
0.22236,0.12506
2.9464,1.5513
1.4263,1.5877
2.0215,2.5582
1.4472,1.2176
0.70659,3.468
6.11,5.8765
0.95464,0.90316
0.60257,1.2515
1.64,2.2998
3.1434,1.3166
1.6747,3.0463
0.089873,0.46491
2.3852,0.22908
0.74262,0.5383
0.19791,1.3854
2.2477,1.2008
1.5626,0.52371
0.16544,0.21911
0.60761,0.24738
1.6624,0.69292
0.45698,0.67346
2.8429,2.4693
7.5256,3.3644
0.73924,0.6746
0.95387,2.6004
3.1211,1.4271
2.0491,1.408
13.926,2.0061
1.1941,1.0599
0.96649,2.3451
0.86926,0.56507
2.748,0.41725
0.30227,0.20046
1.688,5.1526
0.84351,0.62201
3.9671,0.99814
0.3971,1.9228
0.80963,2.1776
0.4982,1.4447
0.19199,0.84962
1.0932,0.66658
0.46412,0.35795
0.56031,1.4565
0.61642,1.4416
1.6813,4.6324
2.7426,3.8617
1.804,3.8103
5.6565,1.4722
4.4566,1.479
0.85018,1.5423
1.2503,0.60313
0.72236,0.49595
1.0174,0.30334
0.8517,1.3258
0.34338,0.20507
0.58433,0.19193
3.1913,1.1565
0.48396,0.52649
0.45163,0.12757
0.52152,0.53328
0.53581,0.57655
0.81045,1.6096
1.8236,0.53708
2.3278,2.3088
1.172,1.6846
2.0304,0.71411
1.0422,1.1457
4.5109,0.38743
1.8489,2.0942
0.53592,0.68164
1.0095,0.91783
1.5839,0.34504
0.86804,0.20877
1.6556,2.3234
0.90251,0.76402
1.3184,1.4532
0.42854,0.41164
0.70937,0.72268
0.51832,0.34147
0.40682,0.23853
1.4587,10.877
2.0283,1.4455
0.5946,0.30962
0.44008,0.23632
0.38195,0.76425
0.16869,0.26451
0.57531,1.9921
0.056869,0.21609
0.62278,0.55681
0.69791,0.45918
4.5792,10.254
0.26701,0.49877
0.77176,1.0015
0.80508,1.0473
0.54213,3.5333
0.67481,0.31539
0.14576,0.14694
1.748,1.6973
1.6118,1.447
0.3423,0.23451
2.8919,2.8826
0.13338,0.15722
0.8811,0.58829
0.68907,0.28953
0.61292,0.91026
0.51641,1.0409
2.8039,2.9284
0.68328,2.8666
1.5094,2.2237
1.161,1.6326
0.21803,0.5323
1.9648,2.3257
1.1688,1.903
0.52119,0.81043
0.94254,2.173
1.2371,0.4015
0.28821,0.77258
1.1408,0.69768
0.77495,1.0842
1.3689,0.74757
0.17667,0.62308
0.3296,0.92167
0.85033,2.0761
2.6598,1.8521
0.47318,3.5237
0.4774,0.13937
1.1743,1.5869
1.716,5.4812
1.5517,0.62805
2.7764,8.6089
6.0014,1.8783
0.42663,0.47592
6.1622,2.6287
1.3799,3.1731
5.0135,3.1744
0.94356,1.2239
0.51749,0.37243
1.6417,0.8027
0.50253,0.39777
0.73153,1.2233
5.8318,1.2338
0.6331,0.98478
0.31105,0.17331
0.24345,1.807
0.34981,0.3441
0.70822,0.55574
0.86578,1.2984
0.58874,0.47598
3.0967,3.762
7.5211,10.365
1.1154,3.3587
1.1012,1.2932
3.4422,1.6755
3.9364,4.8929
1.4263,0.66116
1.8589,1.4439
1.6535,3.3262
0.50148,0.22986
3.1229,1.9975
1.7669,2.1146
1.3524,2.8041
1.5876,4.9024
0.50619,2.3752
0.22147,0.11272
0.36792,0.48759
0.77934,0.53257
1.3817,1.267
0.44032,0.24774
0.35931,0.30207
0.089657,0.15564
0.94233,1.4975
2.0853,3.5514
0.33557,0.75191
1.7193,0.86771
0.64087,0.52754
3.077,2.2955
0.17234,0.38077
2.3196,2.8948
1.7003,0.43209
0.8103,4.3474
0.8941,0.66063
2.6744,2.0415
0.24641,1.7701
0.88828,1.3273
1.1956,1.9834
14.823,3.078
0.42103,0.29396
0.88877,0.18732
1.0212,0.71538
0.6165,0.62349
1.2128,0.18217
4.6441,14.87
0.85453,1.3531
3.8425,3.4954
1.021,0.74775
0.22001,0.073794
0.17205,0.64973
1.0416,0.42856
0.33794,0.41844
0.42046,0.4564
0.68325,2.0242
0.41707,0.30126
0.54625,0.13701
0.4575,0.71997
1.6237,1.2822
0.67161,0.62564
0.89906,3.1818
0.69232,0.44342
1.804,0.4246
2.0794,0.54783
5.1894,1.8462
1.1664,2.0509
0.73362,0.96622
3.1363,2.1256
0.36263,0.36986
1.8927,3.3268
0.18555,0.60168
0.38916,1.4489
0.77541,0.37441
0.32887,0.19999
1.2864,6.5855
0.48872,0.2799
4.8125,0.91301
1.0322,0.38966
2.0781,1.1571
0.45196,1.7304
3.1626,2.6089
1.3969,1.2501
0.38423,0.59674
0.91695,0.84512
0.26454,0.66546
2.3706,0.58579
1.0886,0.60357
1.0189,2.1436
0.34934,0.21286
0.92842,0.35634
0.92623,1.592
6.9756,3.26
0.35591,0.66826
1.3171,6.303
3.3404,8.95
6.1392,2.2935
0.18819,0.11886
2.3352,2.3612
0.41718,0.40075
0.37358,0.66003
0.78675,1.4206
1.7778,3.5117
1.1926,0.63246
0.31819,0.3476
3.627,1.3896
0.22921,0.77104
1.4907,0.73113
0.11022,0.11871
1.0197,1.0732
0.16511,0.56992
0.21447,0.23442
0.85307,2.404
2.6204,4.5076
1.2445,0.63967
2.4228,0.97141
0.35832,0.82309
1.0571,1.2591
2.8922,2.7251
0.48815,0.44205
0.57212,3.2622
0.55174,2.3387
0.77698,0.47446
0.46437,1.0571
5.1782,1.8212
0.49465,1.9114
0.60915,2.4947
1.8529,0.36481
0.66346,0.74492
1.7905,0.42791
0.82898,2.0365
2.7002,0.69596
0.46495,0.46147
0.29957,2.6859
4.4281,2.2107
0.53801,0.40111
2.2875,0.83199
7.3618,2.1232
0.99566,1.1834
3.8359,3.2787
0.3638,0.6049
0.641,0.99338
0.40328,0.35668
0.75951,0.46798
2.2851,2.7045
1.0155,0.69249
1.4821,0.5604
2.1343,1.2772
0.36981,0.77945
1.9448,0.52424
0.77127,0.43047
1.8075,0.22342
0.37133,0.53059
3.6416,5.392
1.3084,4.9318
1.6054,0.89945
0.32344,0.38809
0.93519,0.36663
7.3832,4.3851
2.092,4.866
0.19021,0.26934
1.192,0.18288
1.26,1.5122
0.63352,0.94738
1.7825,1.7903
0.4749,0.30127
0.46112,2.1861
3.0114,4.152
3.4264,2.8523
1.1953,0.47346
0.35647,0.24239
1.0675,0.6495
3.6786,1.5143
1.1537,0.59253
0.71992,1.458
1.8028,1.6426
2.864,2.4422
1.1307,1.3326
0.21457,0.18179
1.2459,0.5811
0.34329,0.15168
5.8595,6.846
1.1398,0.31403
3.7992,1.735
0.54982,1.7935
0.90194,0.59946
6.5461,4.3142
0.69058,0.4102
10.349,2.5667
0.67138,1.4681
0.8613,1.0927
0.43596,0.10971
0.56948,4.5655
2.5324,1.4078
3.8749,3.5894
0.19406,2.1645
0.71088,1.5646
0.83903,1.9398
2.4888,2.4782
0.28401,0.32095
0.88938,0.91209
2.1857,5.4007
0.17662,0.37056
0.5794,0.38658
7.5312,2.1447
2.7329,2.3346
0.71106,0.7292
0.93252,0.42466
0.95391,2.9961
4.4723,1.7005
0.84696,0.49561
0.73831,0.32582
0.8165,0.68296
1.0256,0.31599
0.70712,0.69776
1.6243,11.606
2.315,1.2369
1.2483,1.8418
1.215,1.1086
1.9634,4.6071
0.59386,2.6826
0.98294,3.4653
0.7641,0.97474
0.30484,0.74239
1.2854,2.2329
3.249,0.24149
0.20527,0.58914
0.16481,0.29533
0.90716,1.4389
2.0126,3.4868
0.4258,0.78656
0.68468,1.4289
0.34931,0.17189
0.85141,0.62438
1.5195,2.0081
1.0313,1.1408
0.14707,1.6827
0.34026,0.23202
0.60054,0.76272
1.6092,1.4099
1.0002,8.0607
0.53215,0.2445
2.8683,2.5148
0.35824,1.5825
3.7615,12.841
0.19031,0.87827
2.1565,0.89101
2.6827,5.2446
2.3758,0.78262
0.43933,2.9642
0.73269,1.5219
1.3511,0.83079
3.8921,3.5706
1.0363,1.7255
0.26137,0.47931
0.52752,0.43252
1.5811,1.2912
1.5506,2.2191
2.3396,2.0086
2.1184,1.868
3.6909,2.3344
3.2002,1.091
0.45703,0.48981
5.5233,2.4762
0.52118,0.12576
1.5023,1.6235
0.89377,1.0926
0.43961,0.053985
0.65801,0.85447
1.7689,1.5633
0.45484,2.7044
0.58216,0.41356
0.24877,0.052339
0.13175,0.096817
0.72959,0.52184
0.81251,1.3905
0.50104,0.5901
3.6949,1.9174
0.89572,3.8247
0.95272,2.7225
0.47338,0.69733
1.7558,3.1341
1.5334,1.4259
11.682,1.0215
1.3129,0.53301
0.58713,0.55216
0.49934,1.5466
3.5027,1.4307
1.9639,1.3889
2.6351,8.1297
0.70583,1.6915
1.0699,0.92741
8.6136,13.682
0.30161,0.49317
0.34737,0.57776
1.295,4.682
0.65283,0.63581
0.26122,0.48226
5.2723,7.2779
1.5444,0.38785
1.9739,2.4921
1.1138,1.1441
0.57638,0.72535
0.25732,0.77504
0.16674,0.12665
1.4463,0.99266
0.56192,1.5611
1.5383,1.0502
6.1921,3.5091
1.4893,0.95417
0.28837,0.13022
1.4996,1.6896
0.71234,0.62399
1.3401,1.8747
7.1116,3.4134
1.5138,1.6064
2.2024,2.0921
5.9622,1.4663
2.026,3.3001
1.7677,16.17
0.34929,0.053676
12.171,13.028
2.9735,0.61087
1.9319,0.34705
0.39792,0.23732
2.2905,0.86505
6.0952,0.99952
1.5077,3.4817
0.91509,2.4927
2.2118,3.295
1.9907,1.0872
0.63248,1.7181
0.10431,0.46585
1.5887,0.98512
2.175,1.0842
1.4132,2.3563
0.78218,0.75952
0.18892,0.65898
2.3417,3.7142
0.57845,2.7429
3.933,0.5964
0.69754,4.2719
0.56936,0.69482
0.8431,1.6662
1.5512,1.6942
2.2209,2.3963
1.3506,3.0516
0.65742,2.3864
1.179,6.5778
2.8419,1.195
0.94326,0.39058
0.1408,0.25096
4.5479,1.9045
4.2292,3.799
1.165,0.61956
0.3107,0.38234
0.6829,0.37382
4.7305,13.657
0.80492,3.2325
3.1272,0.92934
0.24324,0.27273
4.7524,4.0921
0.27447,0.27884
0.24933,1.1121
2.0194,2.4925
0.84172,1.0311
2.0493,1.3912
0.53886,0.28295
6.1882,0.95748
2.9209,1.5085
0.21969,0.97779
0.60933,0.16956
0.7682,1.335
1.1983,0.62236
0.26161,0.25511
0.50668,0.14674
5.9772,1.8774
0.12515,0.37477
1.0716,0.30335
0.69299,0.44025
2.1789,1.2327
1.2123,1.0398
0.24874,0.289
0.066028,0.39536
0.58294,1.1812
0.48198,0.20634
1.5123,1.3009
0.82554,0.40111
1.6725,0.40623
1.3472,1.203
0.14453,0.069197
0.50822,0.5683
1.4479,2.1708
2.6238,3.4007
1.4546,0.54066
0.73798,0.26101
1.1818,0.90515
0.6441,0.49846
1.8636,0.82392
1.5551,0.61542
5.7604,2.3183
1.0644,0.61177
0.65851,1.1285
0.63506,1.0159
1.4005,1.5182
0.64443,2.6151
0.37063,0.92277
1.1464,0.56772
0.32945,0.65033
2.2336,1.1315
1.9201,1.3073
0.34007,0.39644
3.4431,1.6065
0.23582,0.2327
1.0188,0.69151
0.4701,0.41325
1.3251,0.50826
1.002,1.5539
0.23059,0.44108
0.65662,1.3089
0.33944,0.32639
0.13791,0.027818
2.9518,5.1116
0.23574,0.41388
1.1015,3.0385
1.8786,1.8145
0.40028,0.63243
1.1588,0.31297
0.17795,0.16062
1.2952,1.359
1.7148,4.7964
2.1539,0.78264
1.9124,8.0439
0.99454,0.5492
0.43138,0.30379
3.544,1.2848
0.57981,0.48868
0.4231,0.94238
5.5695,3.0259
8.5947,10.863
0.70753,1.0933
1.0413,0.76242
0.46027,0.52103
1.255,4.7409
0.52425,0.57522
1.6953,1.5156
2.0455,0.93557
0.56655,0.19148
1.2031,1.7906
3.6433,3.2554
0.68658,0.85387
1.2287,3.5234
1.6245,0.60674
0.65732,1.9427
0.66266,0.42685
0.8328,0.18411
2.857,5.9712
0.95128,0.23837
0.52154,0.6363
1.5246,2.8985
2.2836,1.1651
0.19299,0.075117
2.3317,0.81829
0.44287,0.96008
0.16751,0.18681
4.283,1.4034
1.8539,0.5335
0.56607,0.57399
4.9665,2.2487
0.96418,0.79906
7.1585,3.5098
9.1837,2.7504
4.4949,2.8307
0.32114,0.50064
0.58495,0.83686
0.38432,0.37117
1.2314,1.1694
0.37694,0.75889
1.5479,1.0291
0.80389,1.5649
1.0537,1.0013
1.3762,0.90505
1.1695,11.707
1.3221,1.0178
1.3618,0.95834
0.55595,2.9537
0.689,0.74631
1.7294,1.5696
0.2259,0.3518
1.8608,0.50264
0.14095,1.0166
0.66405,0.69218
2.5188,1.5069
1.6683,0.52271
4.5438,1.3209
1.5047,1.966
0.68493,0.82993
0.9408,0.23243
0.76229,1.3036
0.69577,0.7237
3.8838,1.4873
0.47455,0.51238
0.86785,0.64613
2.0283,0.93409
2.0248,0.90233
3.1216,9.4256
0.52923,0.4369
0.6168,0.5185
2.0282,0.64328
0.25208,0.5774
7.6793,3.7296
0.43095,0.24424
1.3895,1.1969
1.1527,0.78374
0.19501,0.56098
0.38972,0.089222
0.77574,0.51936
0.1139,0.27156
1.3812,1.154
0.21615,0.26248
5.0481,5.4758
1.1402,2.1867
1.4668,0.7049
0.48199,1.7513
0.62314,0.34133
0.27494,0.11583
1.8824,1.0501
1.821,0.59718
1.6048,0.46258
10.272,3.2674
1.9587,3.3728
4.607,2.7822
0.48267,7.9517
0.48875,0.87343
0.40181,2.0283
3.0022,3.5116
7.153,7.7727
3.8954,3.9856
0.35555,0.20068
2.2983,3.3939
3.3915,2.0498
1.3533,1.1469
0.24869,0.46304
2.3507,1.997
0.48598,0.10717
0.32698,0.32601
1.4283,1.894
0.33929,0.15443
0.45451,0.23742
3.1623,0.84411
0.12828,0.11312
1.273,1.553
0.95191,4.3594
4.0533,1.2204
1.7576,0.6363
6.7406,3.6479
0.40393,0.73383
0.79286,1.4683
6.2541,2.3128
0.80337,2.0119
0.24915,0.75103
6.6667,4.0727
1.5172,2.1245
1.5045,0.93711
2.8655,2.1021
4.9763,7.172
0.39743,0.81048
0.81363,2.7435
2.6495,2.0205
2.0119,2.7791
3.0875,4.639
4.8867,4.3157
0.21337,1.0866
4.8748,3.57
1.2151,1.0058
2.4181,1.9597
0.35919,0.80502
2.7339,7.5799
0.87638,5.4973
0.40256,2.9844
0.11546,0.55885
4.1061,2.2142
0.95415,1.4973
3.4838,1.1442
3.6975,1.2001
0.94482,1.1287
2.421,0.79988
1.037,0.67147
0.80866,0.17549
1.2926,0.78022
2.5273,2.7311
0.64522,0.93448
0.75186,1.3645
0.22545,0.53423
0.28236,0.55704
1.4567,0.84517
0.32324,1.864
0.30906,0.11632
0.45455,1.0205
0.69465,0.33616
0.90485,1.6658
0.13627,0.25768
3.8192,0.91963
1.4103,0.88146
0.22747,1.1095
0.546,0.926
2.3503,1.1797
8.0318,3.1976
0.40131,0.88889
0.55475,1.3134
0.30798,0.16637
3.7079,0.67577
1.3534,0.35079
0.37421,0.15451
0.32704,0.34781
0.77496,0.19518
0.9828,0.11218
1.0403,0.99904
2.6651,1.989
0.74532,0.74783
0.16388,0.16313
0.21383,0.35929
0.66103,0.41227
0.65291,1.8507
1.476,0.81839
0.4267,0.92389
0.7632,1.1052
0.98607,0.40941
0.81179,0.46029
4.4804,0.51604
0.30378,0.67227
1.6973,1.6169
0.47404,0.68152
1.278,1.3772
0.28219,1.3189
1.7838,1.5557
0.80961,0.42064
0.35252,1.5176
1.6647,1.1284
0.7107,0.47507
0.13955,0.41114
0.64151,0.50098
0.72565,1.633
1.3744,0.81003
0.32125,0.88666
1.0885,0.50647
1.7606,1.2687
0.45502,0.40897
0.25762,0.47886
0.44533,0.13095
0.68211,0.37374
0.91874,0.57992
0.63522,2.2506
31.519,7.9549
0.52282,0.36508
0.29387,0.32713
0.65069,0.77305
1.224,0.38504
0.71041,1.9343
1.6405,2.2249
3.8799,6.0039
0.59095,0.34595
0.90721,0.57277
1.2745,0.51752
1.8724,0.91083
1.4522,0.60629
1.2968,0.21144
0.28737,0.55617
0.32827,0.61372
0.5683,0.16631
1.2719,1.0962
0.55352,0.65855
0.54994,2.7645
0.38069,1.5576
2.0172,3.6513
2.1475,1.468
1.3903,0.38881
0.68117,1.6392
3.1469,2.39
12.939,5.2407
0.4628,0.51598
2.6445,2.7287
2.3223,0.63386
1.5317,0.50994
0.64809,0.47216
0.76626,1.044
1.3618,0.69037
0.89906,0.33523
0.4181,1.6546
1.7715,0.99459
0.2304,0.16004
0.71923,0.21022
1.9135,1.8987
0.96363,0.77186
3.4392,3.1417
2.9209,2.5529
0.65424,0.11385
1.0719,0.45385
0.28291,0.19192
0.072605,0.34897
0.48855,0.37566
9.2295,3.0462
0.87419,1.4003
0.14333,0.19005
0.37568,0.28579
1.8931,3.0474
0.40891,0.065648
2.1608,0.34138
3.5016,1.4108
0.12558,0.19106
0.82497,0.12825
2.7049,4.3982
1.6022,0.75067
3.5187,13.841
1.6665,2.7166
0.14424,0.23647
1.0572,2.2985
0.3729,0.34336
2.6383,0.66378
2.5701,4.5017
4.3938,13.234
0.48331,2.4434
2.9415,1.1785
1.8443,1.0359
1.2261,1.0383
0.6015,1.2212
2.2399,1.1094
2.0745,1.14
0.54976,1.2516
1.1999,2.8269
0.43276,0.36053
0.52609,0.47532
0.86869,1.7016
1.1491,0.61944
0.77246,1.2171
1.5787,2.1002
0.75859,0.80031
0.35134,0.26082
7.6901,1.901
1.1756,3.2205
0.47986,0.72619
0.77257,0.34827
0.60021,1.043
0.67188,0.10257
1.6634,1.841
2.9594,1.0601
1.8255,1.9521
0.10038,0.18465
1.7084,4.2175
0.35131,0.23667
0.14663,0.29205
13.035,3.9427
0.976,1.3171
5.4706,2.2823
0.29552,0.6428
1.4204,4.4242
4.5973,2.5508
0.2991,0.24834
0.17482,0.1934
0.50088,0.4658
1.7534,1.9934
1.927,1.8794
0.47889,0.51545
2.4612,2.3346
0.16267,0.18944
0.35044,0.28721
1.3784,5.4316
0.56444,1.6136
1.2662,0.60895
0.19894,0.36854
4.1984,0.86818
1.4766,0.98776
0.68762,0.98043
3.0888,2.0107
0.8398,2.4933
1.089,1.3434
3.3069,7.2244
0.74392,0.89932
3.5935,2.6351
0.39783,0.25166
0.81341,0.33341
0.35139,0.27698
0.48467,0.53216
0.49548,0.60231
0.96102,3.3271
0.63825,0.92378
0.21548,0.23588
0.75557,0.23915
0.45081,0.65275
3.0264,1.77
0.47544,0.29272
0.8141,0.1399
1.0659,0.51341
1.9356,1.1622
1.9891,6.3729
2.1866,0.63616
2.566,0.65725
1.1918,2.5876
1.0747,0.95839
1.207,0.43434
0.86384,0.66571
1.6768,0.55792
0.70683,0.88708
0.61038,2.0311
2.2278,1.2291
0.25366,0.37483
2.6396,6.3356
1.9408,1.7688
1.5738,0.27535
0.81325,0.64674
2.6265,0.84528
0.45132,1.0793
0.42518,0.85621
0.44308,0.28756
0.64866,0.8032
0.28902,1.6908
0.90678,0.39207
2.4967,0.94916
1.4813,0.29376
1.1782,0.78565
1.7063,0.9247
0.68449,1.0069
0.44043,0.83886
0.23332,0.23407
0.79145,0.99257
6.6014,1.3837
0.5208,0.59818
0.048148,0.053137
0.53204,3.0077
0.60268,0.59554
0.62167,0.11156
0.64523,0.65062
0.11785,0.41148
0.46462,0.74639
0.77044,1.6439
1.1877,1.1672
0.47384,0.49502
2.7021,2.0042
0.8313,1.2836
7.7949,1.2351
1.4624,2.3698
0.30898,1.4595
1.7974,0.9408
0.71249,0.81979
3.4604,2.93
0.33285,0.15409
0.6319,1.2587
0.47422,1.4564
1.0023,0.36612
1.5551,0.80178
1.2401,1.7759
0.47137,0.96644
1.3167,0.86101
1.3399,2.0142
2.1666,4.5423
1.1453,0.86255
1.8383,1.5257
1.6317,0.733
0.17377,0.17625
0.62846,0.68381
1.6649,1.0233
1.839,1.1756
0.57092,0.33315
3.2697,2.2044
0.29547,0.24014
0.81634,1.8477
0.70745,1.1029
0.92651,0.97789
0.25808,0.65288
4.3443,3.4277
0.54492,2.6353
1.0526,0.42169
1.8401,2.673
1.5456,6.5481
0.4174,0.25352
1.805,1.3155
0.18856,0.15538
0.55581,1.1669
1.0493,0.16225
1.1271,1.9263
2.3209,2.4645
1.7971,2.6194
4.9148,2.7878
17.786,23.074
2.9183,2.9026
4.2819,3.7893
2.6499,0.32626
0.70875,1.9247
1.3576,0.62323
0.8514,1.253
2.6714,2.8636
0.74237,1.3033
1.3776,1.8753
1.2975,6.4854
1.1549,2.047
1.3378,0.44704
1.3942,2.3157
1.5348,3.1016
1.2058,0.5853
0.024811,0.15436
0.46827,0.60947
1.2103,2.0016
2.2901,1.7358
2.8488,1.0147
1.0719,0.82907
1.3009,0.52049
4.6371,1.5432
1.3173,0.96883
0.92295,0.58364
0.73124,0.82288
10.403,4.0712
10.964,2.2103
2.9886,1.7604
1.0363,1.7968
0.74149,2.3682
2.4395,1.8664
1.0913,3.5188
4.1969,2.2746
1.2713,0.97242
1.4107,2.7828
1.5701,2.2803
0.45592,0.62769
6.2761,2.8365
1.4889,3.048
2.0693,4.0004
0.38755,0.58549
0.55964,0.24751
0.29149,1.0274
0.54638,2.0433
1.207,1.3877
0.61721,0.42736
0.33887,0.2603
4.0897,1.4356
1.9829,0.22608
1.161,1.249
0.79845,1.5191
1.5707,2.2627
1.1631,1.5604
1.5369,0.46263
1.2749,0.67965
0.80689,1.0407
1.474,1.811
0.29759,0.19575
5.1779,2.536
0.60154,0.45851
0.28105,0.7759
0.49344,1.3566
1.6935,3.6464
2.2984,3.3727
0.54224,0.044604
0.72473,0.44559
0.43377,0.7237
0.53906,0.58641
0.8989,1.1314
0.2728,0.14709
0.30731,0.72211
2.8096,1.485
1.5029,0.29421
21.921,9.2063
0.094343,0.12123
7.3563,2.6274
2.558,0.18374
0.53482,0.81042
3.3184,0.70694
21.643,2.077
0.45703,1.0324
3.4451,2.3318
9.8183,1.4316
2.915,3.1346
2.2488,7.8557
0.70598,0.35891
0.23392,0.47274
1.4283,0.93008
2.0328,5.7965
0.44879,0.52695
2.4043,0.89712
2.4806,5.9253
2.3783,1.4785
0.55529,0.3471
1.3363,1.4267
1.2003,1.5017
1.1137,3.0073
0.36384,1.5333
0.48367,1.0646
0.30145,0.11848
0.15249,0.49453
0.73965,0.67335
2.5065,0.8811
0.74436,0.31416
0.34053,1.0893
0.6062,0.18782
27.683,4.4711
1.0951,0.80202
0.25035,0.20085
3.7811,0.45283
1.2148,2.035
1.9131,0.61353
0.5293,0.19787
1.1049,1.5103
