SampleLogFunc,mean,logStd
-14934.005,-.10517884E-01,-.64214126E-02
-14936.650,.65968860E-02,.14280235E-01
-14934.468,-.31736215E-01,-.23332046E-01
-14934.597,-.39791314E-01,-.24534311E-01
-14934.368,-.63982740E-02,-.96115093E-02
-14939.221,.43023060E-01,.24513526E-01
-14935.018,.90291712E-02,.15295354E-02
-14934.391,-.37824536E-01,-.20490333E-01
-14934.465,.68420159E-03,-.24838060E-02
-14934.917,-.42703069E-01,-.18671411E-01
-14934.141,-.27290218E-01,-.11536801E-01
-14934.395,-.16502410E-01,-.33207148E-02
-14934.057,-.25750121E-01,-.17843256E-01
-14933.984,-.16976054E-01,-.13075499E-01
-14933.984,-.16976054E-01,-.13075499E-01
-14934.526,-.45387520E-03,.14418107E-02
-14934.255,-.34839674E-01,-.20450357E-01
-14936.041,-.34648886E-01,-.62022847E-02
-14938.937,-.66009869E-01,-.22446381E-01
-14934.907,-.81653032E-02,.28375635E-02
-14934.672,-.27937123E-01,-.23571939E-01
-14934.122,-.28145208E-01,-.19201036E-01
-14936.060,-.55077134E-01,-.33726477E-01
-14935.763,-.38800260E-01,-.32088803E-01
-14935.335,-.44089499E-01,-.30762360E-01
-14936.621,.22500290E-01,.36664171E-02
-14935.313,.59306821E-02,-.57226043E-02
-14934.505,-.32376596E-01,-.23759253E-01
-14935.196,-.14195245E-01,.18539888E-02
-14936.227,.21189094E-01,.11953802E-01
-14934.643,-.82667443E-02,.13061861E-02
-14933.910,-.23521760E-01,-.13554943E-01
-14933.910,-.23521760E-01,-.13554943E-01
-14934.906,-.28812966E-01,-.25137062E-01
-14934.180,-.51278146E-02,-.38468021E-02
-14934.228,-.30518480E-01,-.13193176E-01
-14934.051,-.30040305E-01,-.16559987E-01
-14934.768,-.42889014E-01,-.21008017E-01
-14935.462,-.48017416E-01,-.20246424E-01
-14934.605,-.41225150E-01,-.23086805E-01
-14934.605,-.41225150E-01,-.23086805E-01
-14936.411,-.59010373E-01,-.34142784E-01
-14935.331,-.27008909E-01,-.41256260E-02
-14934.059,-.25863382E-01,-.11501493E-01
-14935.256,-.49005682E-01,-.24455505E-01
-14935.261,.10839433E-01,.68107507E-02
-14934.483,-.16652910E-01,-.17343594E-01
-14934.037,-.26304861E-01,-.12183732E-01
-14935.758,-.54159859E-01,-.27720514E-01
-14934.000,-.21401787E-01,-.15594382E-01
-14934.315,-.13784521E-01,-.14516125E-01
-14935.720,-.20027966E-01,-.24596974E-01
-14935.814,-.37627319E-02,.82664367E-02
-14935.167,-.24785726E-01,-.35351054E-02
-14935.751,-.53394045E-01,-.25578450E-01
-14935.339,-.47917907E-01,-.21252486E-01
-14934.543,-.92987100E-02,-.13171819E-01
-14934.015,-.18453993E-01,-.14373783E-01
-14935.036,-.17757594E-01,-.20779484E-01
-14934.260,-.27446940E-01,-.20525024E-01
-14934.794,.58957451E-02,.23987536E-02
-14934.205,-.48768096E-02,-.54927158E-02
-14935.799,.17461005E-01,.44615178E-02
-14934.230,-.14661516E-01,-.38043922E-02
-14934.475,-.21407371E-02,-.67228354E-02
-14933.935,-.21926635E-01,-.10836258E-01
-14934.444,-.16559320E-01,-.17044672E-01
-14934.094,-.20547353E-01,-.77238845E-02
-14935.809,.17917600E-01,.54412674E-02
-14935.637,-.46139649E-01,-.16993484E-01
-14935.747,-.51759149E-01,-.32518459E-01
-14934.993,-.17711013E-01,-.20562738E-01
-14934.999,-.11843759E-01,.19485188E-02
-14934.156,-.57223685E-02,-.41620173E-02
-14934.739,-.62007297E-02,.24877659E-02
-14934.831,-.75864201E-02,-.13722229E-01
-14934.745,.51328665E-03,-.67102334E-02
-14934.599,-.26579559E-01,-.74324271E-02
-14934.484,-.32444979E-01,-.12354757E-01
-14934.430,-.11969793E-02,-.49858067E-02
-14935.370,-.50143547E-01,-.24876137E-01
-14934.673,-.40909122E-01,-.25156477E-01
-14934.477,-.38864770E-01,-.22754383E-01
-14934.694,-.85308165E-02,.15387816E-02
-14934.461,.37320315E-03,-.11176514E-03
-14934.131,-.23126011E-01,-.17832916E-01
-14935.520,-.64744171E-02,.61962105E-02
-14934.752,-.10298756E-01,.12772772E-02
-14936.706,-.13383131E-01,-.24164264E-01
-14934.148,-.60921497E-02,-.57173816E-02
-14934.617,-.38681269E-01,-.25119770E-01
-14934.295,-.34225675E-01,-.16085085E-01
-14935.768,.16398914E-01,.28778036E-02
-14934.784,-.19757492E-01,-.20622551E-01
-14935.500,.60363245E-02,-.67446908E-02
-14934.261,-.24743932E-01,-.86299923E-02
-14934.703,-.37945322E-01,-.15449660E-01
-14937.575,-.87799093E-02,.11709793E-01
-14936.617,-.56627617E-01,-.22701552E-01
-14934.694,-.39121008E-01,-.16760885E-01
-14937.970,-.58055631E-01,-.17989609E-01
-14937.631,-.58835982E-01,-.20078848E-01
-14934.175,-.75809142E-02,-.83714598E-02
-14934.175,-.75809142E-02,-.83714598E-02
-14934.025,-.16033831E-01,-.13091175E-01
-14934.130,-.11657769E-01,-.38484317E-02
-14934.514,.82739462E-03,-.35402434E-02
-14934.759,-.67788805E-02,.24496995E-02
-14934.697,-.41012979E-01,-.25467064E-01
-14936.257,-.53176542E-01,-.35888168E-01
-14935.111,.10082149E-01,.47548867E-02
-14934.248,-.31753602E-01,-.14093837E-01
-14934.294,-.75967243E-02,-.12527725E-02
-14936.117,-.57130895E-01,-.28690163E-01
-14933.930,-.24291115E-01,-.14871630E-01
-14935.039,.83179175E-02,.51748052E-02
-14934.487,-.39239808E-01,-.20242685E-01
-14934.149,-.15136441E-01,-.47296706E-02
-14934.612,.29168282E-02,.12764458E-02
-14933.898,-.16650859E-01,-.99987243E-02
-14934.009,-.17862122E-01,-.74279651E-02
-14934.051,-.29414219E-01,-.15164486E-01
-14934.664,-.33401121E-01,-.11777517E-01
-14934.099,-.31462420E-01,-.17728255E-01
-14934.694,-.15996720E-01,-.18184773E-01
-14936.082,-.56735909E-01,-.32084317E-01
-14935.617,-.22470824E-01,-.25414432E-01
-14934.667,.25164727E-02,-.36441419E-02
-14935.667,.15221431E-01,.93627657E-02
-14935.044,-.46597898E-01,-.26925696E-01
-14935.842,-.63745042E-02,-.17310770E-01
-14934.266,-.14255011E-01,-.33553249E-02
-14934.447,-.29530394E-01,-.22627239E-01
-14934.044,-.17349402E-01,-.14135365E-01
-14933.969,-.26830950E-01,-.15766914E-01
-14934.125,-.13211525E-01,-.12420524E-01
-14934.093,-.12290749E-01,-.44571519E-02
-14933.991,-.26560674E-01,-.13354528E-01
-14934.341,-.11831041E-01,-.19032330E-02
-14934.341,-.11831041E-01,-.19032330E-02
-14934.213,-.23864635E-01,-.84965034E-02
-14934.399,-.37297467E-01,-.22266002E-01
-14934.226,-.40714595E-02,-.31006900E-02
-14935.135,-.34566895E-02,-.12402582E-01
-14936.928,.11161035E-01,.16289158E-01
-14935.226,.75007820E-02,.74219688E-02
-14935.377,-.45130765E-01,-.31026505E-01
-14934.035,-.20530444E-01,-.15675315E-01
-14937.634,-.26312760E-01,.34285755E-02
-14934.694,-.26822034E-01,-.23280580E-01
-14933.958,-.12407848E-01,-.81110816E-02
-14933.930,-.19859782E-01,-.97189104E-02
-14934.361,-.32389580E-01,-.13408984E-01
-14936.025,-.52910261E-01,-.22026382E-01
-14934.448,-.38604721E-01,-.19987564E-01
-14934.179,-.12514176E-01,-.12506446E-01
-14935.524,-.43027618E-02,.69393036E-02
-14934.780,-.43113416E-01,-.21219579E-01
-14935.415,.25675553E-02,.82276657E-02
-14934.524,-.29530404E-01,-.23177508E-01
-14935.218,-.36858034E-01,-.11219470E-01
-14936.242,.98487091E-02,.13354777E-01
-14934.894,.75549114E-02,.16280419E-02
-14934.119,-.14145769E-01,-.12997704E-01
-14933.893,-.21021212E-01,-.11742763E-01
-14935.103,-.42262100E-01,-.29174998E-01
-14934.085,-.25229825E-01,-.10689338E-01
-14934.085,-.25229825E-01,-.10689338E-01
-14934.262,-.28873494E-01,-.11478867E-01
-14934.896,.40578871E-02,.48706306E-02
-14934.151,-.25169020E-01,-.18777719E-01
-14934.857,.36242113E-02,.45418215E-02
-14934.387,-.37751013E-01,-.20388353E-01
-14934.318,-.13957912E-01,-.28342323E-02
-14935.373,-.12707727E-01,-.19391004E-01
-14933.899,-.21351067E-01,-.11586266E-01
-14934.664,.41599160E-02,-.20940633E-03
-14934.092,-.30877137E-01,-.18335357E-01
-14934.301,-.36072858E-01,-.19222504E-01
-14936.450,.56528752E-02,.13329690E-01
-14933.908,-.19388102E-01,-.10061486E-01
-14934.965,-.38174532E-02,.44301612E-02
-14935.313,-.53374283E-02,-.14544536E-01
-14935.273,.11319364E-01,.10357938E-02
-14934.157,-.68266216E-02,-.71763790E-02
-14935.571,-.49191355E-01,-.31891607E-01
-14934.966,.84330506E-02,.15753144E-02
-14934.069,-.10025447E-01,-.90162283E-02
-14934.721,-.39150588E-01,-.16521428E-01
-14934.027,-.10740401E-01,-.88284436E-02
-14934.575,-.50811959E-02,.16438959E-02
-14934.071,-.91926847E-02,-.46044573E-02
-14935.403,-.47640488E-03,.75032930E-02
-14934.394,-.31712741E-02,-.68340898E-02
-14934.394,-.31712741E-02,-.68340898E-02
-14935.480,-.66411903E-02,-.16105746E-01
-14934.377,-.12154481E-01,-.13940870E-01
-14934.870,-.23668565E-01,-.22882513E-01
-14935.119,-.25603659E-01,-.24860226E-01
-14934.471,-.38945811E-01,-.20025913E-01
-14934.005,-.28141357E-01,-.16708312E-01
-14934.251,-.96762987E-02,-.20877476E-02
-14934.320,-.95138544E-02,-.11652282E-01
-14934.642,-.37900001E-02,.23837192E-02
-14935.129,.60870198E-02,-.42547157E-02
-14936.286,-.58018539E-01,-.33646432E-01
-14934.955,-.36606290E-01,-.27629584E-01
-14934.730,-.13943249E-01,-.17201751E-01
-14934.384,-.37674460E-01,-.20195303E-01
-14934.502,-.27955672E-01,-.89272123E-02
-14933.995,-.27946858E-01,-.15155086E-01
-14934.030,-.18623216E-01,-.14667172E-01
-14936.341,-.54233039E-01,-.21509554E-01
-14934.337,-.94047655E-02,-.11717946E-01
-14934.642,-.44978741E-02,-.10296717E-01
-14934.704,-.40302752E-01,-.18031346E-01
-14934.367,-.36185080E-01,-.22271538E-01
-14934.445,.30821397E-03,-.59846549E-03
-14935.137,-.44671243E-01,-.18963036E-01
-14934.322,-.18919383E-02,-.23285641E-02
-14935.016,-.36950508E-01,-.12392617E-01
-14933.977,-.11801274E-01,-.69317050E-02
-14934.147,-.18127228E-01,-.60056404E-02
-14934.355,-.17919193E-01,-.42412512E-02
-14933.939,-.25090646E-01,-.13552827E-01
-14935.257,-.46028420E-01,-.19548520E-01
-14934.013,-.16964292E-01,-.13506173E-01
-14934.890,.47779343E-02,-.35077581E-02
-14934.304,-.75671570E-02,-.99645839E-02
-14934.732,-.42521350E-01,-.21032209E-01
-14934.782,-.44491864E-02,-.11181248E-01
-14937.108,.85745942E-02,.16318452E-01
-14938.443,-.72254174E-01,-.41024336E-01
-14935.639,-.39742458E-01,-.31786717E-01
-14934.203,-.33593349E-01,-.19944611E-01
-14934.836,-.44086550E-01,-.22096006E-01
-14934.394,-.49535589E-03,-.14348750E-02
-14935.217,.85752956E-02,-.22161038E-02
-14935.246,-.37235163E-02,-.13128981E-01
-14934.643,-.33209795E-01,-.24940707E-01
-14934.251,-.25337183E-01,-.90891351E-02
-14934.343,-.18842386E-02,-.41424316E-02
-14935.399,-.39804477E-01,-.12626675E-01
-14934.266,-.30590336E-01,-.12823223E-01
-14935.297,-.11822452E-01,.32718078E-02
-14933.967,-.22652561E-01,-.10649508E-01
-14936.680,-.17147416E-01,.55732089E-02
-14934.097,-.11954805E-01,-.43295682E-02
-14934.110,-.31280921E-01,-.18678130E-01
-14934.110,-.31280921E-01,-.18678130E-01
-14936.925,-.38998922E-01,-.62033274E-02
-14934.234,-.39156079E-02,-.29320062E-02
-14934.000,-.26455453E-01,-.16950515E-01
-14934.000,-.26455453E-01,-.16950515E-01
-14935.365,.12843958E-01,.67624182E-02
-14935.942,-.49935983E-01,-.34348194E-01
-14934.674,.39555690E-02,-.13530681E-02
-14933.942,-.13714765E-01,-.94585020E-02
-14933.916,-.22614898E-01,-.14248433E-01
-14933.916,-.22614898E-01,-.14248433E-01
-14934.166,-.32682692E-01,-.16712145E-01
-14934.064,-.26598990E-01,-.18115818E-01
-14935.871,.13050310E-01,-.22175938E-02
-14934.239,-.29375621E-01,-.20798881E-01
-14934.438,-.29340277E-02,-.71200280E-02
-14933.928,-.23879616E-01,-.14794363E-01
-14934.945,-.35333051E-01,-.27300521E-01
-14935.126,-.31818523E-02,-.12158678E-01
-14934.323,-.27605843E-01,-.21104292E-01
